,Title,Topic Label,Accetpance,Difficulty,Frequency
2384,2384. Largest Palindromic Number,"['Hash Table', 'String', 'Greedy']",31.1%,Medium,43.5587%;
2385,2385. Amount of Time for Binary Tree to Be Infected,"['Tree', 'Depth-First Search', '2+']",56.6%,Medium,32.0875%;
2386,2386. Find the K-Sum of an Array,"['Array', 'Sorting', 'Heap (Priority Queue)']",38.5%,Hard,37.6083%;
2387,2387. Median of a Row Wise Sorted Matrix,"['Array', 'Binary Search', 'Matrix']",68.8%,Medium,0%;
2388,2388. Change Null Values in a Table to the Previous Value,['Database'],65.9%,Medium,18.1128%;
2389,2389. Longest Subsequence With Limited Sum,"['Array', 'Binary Search', 'Greedy', '2+']",72.5%,Easy,52.169%;
2390,2390. Removing Stars From a String,"['String', 'Stack', 'Simulation']",65.2%,Medium,19.1652%;
2391,2391. Minimum Amount of Time to Collect Garbage,"['Array', 'String', 'Prefix Sum']",84.4%,Medium,33.1694%;
2392,2392. Build a Matrix With Conditions,"['Array', 'Graph', 'Topological Sort', '1+']",59.6%,Hard,21.7064%;
2393,2393. Count Strictly Increasing Subarrays,"['Array', 'Math', 'Dynamic Programming']",73.0%,Medium,0%;
2394,2394. Employees With Deductions,['Database'],41.7%,Medium,0%;
2395,2395. Find Subarrays With Equal Sum,"['Array', 'Hash Table']",64.5%,Easy,16.5253%;
2396,2396. Strictly Palindromic Number,"['Math', 'Two Pointers', 'Brainteaser']",87.8%,Medium,38.7604%;
2397,2397. Maximum Rows Covered by Columns,"['Array', 'Backtracking', '3+']",53.0%,Medium,0%;
2398,2398. Maximum Number of Robots Within Budget,"['Array', 'Binary Search', 'Queue', '3+']",32.9%,Hard,65.033%;
2399,2399. Check Distances Between Same Letters,"['Array', 'Hash Table', 'String']",70.6%,Easy,36.385%;
2400,2400. Number of Ways to Reach a Position After Exactly k Steps,"['Math', 'Dynamic Programming', '1+']",33.0%,Medium,21.7064%;
2401,2401. Longest Nice Subarray,"['Array', 'Bit Manipulation', '1+']",49.2%,Medium,27.3577%;
2402,2402. Meeting Rooms III,"['Array', 'Sorting', 'Heap (Priority Queue)']",33.6%,Hard,74.313%;
2403,2403. Minimum Time to Kill All Monsters,"['Array', 'Dynamic Programming', '2+']",51.2%,Hard,0%;
2404,2404. Most Frequent Even Element,"['Array', 'Hash Table', 'Counting']",50.9%,Easy,43.3732%;
2405,2405. Optimal Partition of String,"['Hash Table', 'String', 'Greedy']",75.1%,Medium,33.009%;
2406,2406. Divide Intervals Into Minimum Number of Groups,"['Array', 'Two Pointers', 'Greedy', '3+']",46.0%,Medium,46.9534%;
2407,2407. Longest Increasing Subsequence II,"['Array', 'Divide and Conquer', '5+']",21.7%,Hard,47.3104%;
2408,2408. Design SQL,"['Array', 'Hash Table', 'String', '1+']",84.0%,Medium,39.1672%;
2409,2409. Count Days Spent Together,"['Math', 'String']",43.5%,Easy,40.5994%;
2410,2410. Maximum Matching of Players With Trainers,"['Array', 'Two Pointers', 'Greedy', '1+']",60.9%,Medium,15.7137%;
2411,2411. Smallest Subarrays With Maximum Bitwise OR,"['Array', 'Binary Search', '2+']",41.6%,Medium,29.6486%;
2412,2412. Minimum Money Required Before Transactions,"['Array', 'Greedy', 'Sorting']",39.6%,Hard,38.647%;
2413,2413. Smallest Even Multiple,"['Math', 'Number Theory']",87.7%,Easy,23.6311%;
2414,2414. Length of the Longest Alphabetical Continuous Substring,['String'],56.1%,Medium,12.6938%;
2415,2415. Reverse Odd Levels of Binary Tree,"['Tree', 'Depth-First Search', '2+']",76.7%,Medium,31.4073%;
2416,2416. Sum of Prefix Scores of Strings,"['Array', 'String', 'Trie', '1+']",43.7%,Hard,44.8737%;
2417,2417. Closest Fair Integer,"['Math', 'Enumeration']",45.3%,Medium,0%;
2418,2418. Sort the People,"['Array', 'Hash Table', 'String', '1+']",81.2%,Easy,37.9027%;
2419,2419. Longest Subarray With Maximum Bitwise AND,"['Array', 'Bit Manipulation', 'Brainteaser']",47.9%,Medium,29.6585%;
2420,2420. Find All Good Indices,"['Array', 'Dynamic Programming', '1+']",37.5%,Medium,48.4923%;
2421,2421. Number of Good Paths,"['Array', 'Tree', 'Union Find', '1+']",57.6%,Hard,81.2887%;
2422,2422. Merge Operations to Turn Array Into a Palindrome,"['Array', 'Two Pointers', 'Greedy']",69.8%,Medium,48.4923%;
2423,2423. Remove Letter To Equalize Frequency,"['Hash Table', 'String', 'Counting']",18.1%,Easy,36.6611%;
2424,2424. Longest Uploaded Prefix,"['Binary Search', 'Union Find', '5+']",54.0%,Medium,25.1229%;
2425,2425. Bitwise XOR of All Pairings,"['Array', 'Bit Manipulation', 'Brainteaser']",58.6%,Medium,13.5957%;
2426,2426. Number of Pairs Satisfying Inequality,"['Array', 'Binary Search', '5+']",43.0%,Hard,52.4167%;
2427,2427. Number of Common Factors,"['Math', 'Enumeration', 'Number Theory']",79.8%,Easy,30.7874%;
2428,2428. Maximum Sum of an Hourglass,"['Array', 'Matrix', 'Prefix Sum']",74.2%,Medium,33.075%;
2429,2429. Minimize XOR,"['Greedy', 'Bit Manipulation']",42.5%,Medium,38.3795%;
2430,2430. Maximum Deletions on a String,"['String', 'Dynamic Programming', '3+']",32.2%,Hard,66.7173%;
2431,2431. Maximize Total Tastiness of Purchased Fruits,"['Array', 'Dynamic Programming']",67.5%,Medium,0%;
2432,2432. The Employee That Worked on the Longest Task,['Array'],49.4%,Easy,28.7263%;
2433,2433. Find The Original Array of Prefix Xor,"['Array', 'Bit Manipulation']",85.6%,Medium,15.4894%;
2434,2434. Using a Robot to Print the Lexicographically Smallest String,"['Hash Table', 'String', 'Stack', '1+']",38.5%,Medium,49.6272%;
2435,2435. Paths in Matrix Whose Sum Is Divisible by K,"['Array', 'Dynamic Programming', 'Matrix']",41.5%,Hard,51.09%;
2436,2436. Minimum Split Into Subarrays With GCD Greater Than One,"['Array', 'Math', '3+']",74.2%,Medium,0%;
2437,2437. Number of Valid Clock Times,"['String', 'Enumeration']",43.1%,Easy,46.1312%;
2438,2438. Range Product Queries of Powers,"['Array', 'Bit Manipulation', 'Prefix Sum']",39.0%,Medium,34.9753%;
2439,2439. Minimize Maximum of Array,"['Array', 'Binary Search', '3+']",34.4%,Medium,57.0941%;
2440,2440. Create Components With Same Value,"['Array', 'Math', 'Tree', '2+']",54.6%,Hard,56.1456%;
2441,2441. Largest Positive Integer That Exists With Its Negative,"['Array', 'Hash Table']",68.0%,Easy,35.1629%;
2442,2442. Count Number of Distinct Integers After Reverse Operations,"['Array', 'Hash Table', 'Math']",78.7%,Medium,27.1456%;
2443,2443. Sum of Number and Its Reverse,"['Math', 'Enumeration']",45.7%,Medium,27.0643%;
2444,2444. Count Subarrays With Fixed Bounds,"['Array', 'Queue', 'Sliding Window', '1+']",62.1%,Hard,73.2365%;
2445,2445. Number of Nodes With Value One,"['Tree', 'Depth-First Search', '2+']",70.8%,Medium,59.6047%;
2446,2446. Determine if Two Events Have Conflict,"['Array', 'String']",49.9%,Easy,35.9111%;
2447,2447. Number of Subarrays With GCD Equal to K,"['Array', 'Math', 'Number Theory']",48.6%,Medium,30.6728%;
2448,2448. Minimum Cost to Make Array Equal,"['Array', 'Binary Search', 'Greedy', '2+']",34.8%,Hard,74.4353%;
2449,2449. Minimum Number of Operations to Make Arrays Similar,"['Array', 'Greedy', 'Sorting']",64.0%,Hard,36.7581%;
2450,2450. Number of Distinct Binary Strings After Applying Operations,"['Math', 'String']",67.6%,Medium,0%;
2451,2451. Odd String Difference,"['Hash Table', 'Math', 'String']",60.1%,Easy,30.9574%;
2452,2452. Words Within Two Edits of Dictionary,"['Array', 'String']",60.4%,Medium,18.4503%;
2453,2453. Destroy Sequential Targets,"['Array', 'Hash Table', 'Counting']",37.7%,Medium,0%;
2454,2454. Next Greater Element IV,"['Array', 'Binary Search', 'Stack', '3+']",39.8%,Hard,65.1478%;
2455,2455. Average Value of Even Numbers That Are Divisible by Three,"['Array', 'Math']",59.1%,Easy,13.3134%;
2456,2456. Most Popular Video Creator,"['Array', 'Hash Table', 'String', '2+']",43.8%,Medium,46.9534%;
2457,2457. Minimum Addition to Make Integer Beautiful,"['Math', 'Greedy']",37.0%,Medium,47.6685%;
2458,2458. Height of Binary Tree After Subtree Removal Queries,"['Array', 'Tree', 'Depth-First Search', '2+']",37.0%,Hard,52.7168%;
2459,2459. Sort Array by Moving Items to Empty Space,"['Array', 'Greedy', 'Sorting']",51.9%,Hard,0%;
2460,2460. Apply Operations to an Array,"['Array', 'Simulation']",67.2%,Easy,31.4958%;
2461,2461. Maximum Sum of Distinct Subarrays With Length K,"['Array', 'Hash Table', 'Sliding Window']",34.3%,Medium,40.2316%;
2462,2462. Total Cost to Hire K Workers,"['Array', 'Two Pointers', '2+']",37.6%,Medium,27.3577%;
2463,2463. Minimum Total Distance Traveled,"['Array', 'Dynamic Programming', 'Sorting']",40.6%,Hard,55.646%;
2464,2464. Minimum Subarrays in a Valid Split,"['Array', 'Math', '2+']",56.0%,Medium,0%;
2465,2465. Number of Distinct Averages,"['Array', 'Hash Table', 'Two Pointers', '1+']",58.3%,Easy,14.8423%;
2466,2466. Count Ways To Build Good Strings,['Dynamic Programming'],42.1%,Medium,53.5314%;
2467,2467. Most Profitable Path in a Tree,"['Array', 'Tree', 'Depth-First Search', '2+']",48.3%,Medium,48.4923%;
2468,2468. Split Message Based on Limit,"['String', 'Binary Search']",46.3%,Hard,63.576%;
2469,2469. Convert the Temperature,['Math'],89.1%,Easy,19.7506%;
2470,2470. Number of Subarrays With LCM Equal to K,"['Array', 'Math', 'Number Theory']",38.4%,Medium,34.3739%;
2471,2471. Minimum Number of Operations to Sort a Binary Tree by Level,"['Tree', 'Breadth-First Search', '1+']",62.3%,Medium,19.1652%;
2472,2472. Maximum Number of Non-overlapping Palindrome Substrings,"['String', 'Dynamic Programming']",38.0%,Hard,63.576%;
2473,2473. Minimum Cost to Buy Apples,"['Array', 'Graph', '2+']",62.9%,Medium,0%;
2474,2474. Customers With Strictly Increasing Purchases,['Database'],45.2%,Hard,22.3734%;
2475,2475. Number of Unequal Triplets in Array,"['Array', 'Hash Table']",70.8%,Easy,34.4454%;
2476,2476. Closest Nodes Queries in a Binary Search Tree,"['Array', 'Binary Search', 'Tree', '2+']",40.7%,Medium,19.9398%;
2477,2477. Minimum Fuel Cost to Report to the Capital,"['Tree', 'Depth-First Search', '2+']",67.8%,Medium,61.5627%;
2478,2478. Number of Beautiful Partitions,"['String', 'Dynamic Programming']",30.7%,Hard,31.7834%;
2479,2479. Maximum XOR of Two Non-Overlapping Subtrees,"['Tree', 'Depth-First Search', 'Graph', '1+']",46.7%,Hard,0%;
2480,2480. Form a Chemical Bond,['Database'],56.3%,Easy,0%;
2481,2481. Minimum Cuts to Divide a Circle,"['Math', 'Geometry']",52.5%,Easy,0%;
2482,2482. Difference Between Ones and Zeros in Row and Column,"['Array', 'Matrix', 'Simulation']",79.7%,Medium,36.5543%;
2483,2483. Minimum Penalty for a Shop,"['String', 'Prefix Sum']",55.7%,Medium,27.995%;
2484,2484. Count Palindromic Subsequences,"['String', 'Dynamic Programming']",33.0%,Hard,58.7693%;
2485,2485. Find the Pivot Integer,"['Math', 'Prefix Sum']",80.0%,Easy,18.4223%;
2486,2486. Append Characters to String to Make Subsequence,"['Two Pointers', 'String', 'Greedy']",64.0%,Medium,50.5291%;
2487,2487. Remove Nodes From Linked List,"['Linked List', 'Stack', 'Recursion', '1+']",68.8%,Medium,42.5589%;
2488,2488. Count Subarrays With Median K,"['Array', 'Hash Table', 'Prefix Sum']",42.2%,Hard,62.5126%;
2489,2489. Number of Substrings With Fixed Ratio,"['Hash Table', 'Math', 'String', '1+']",58.7%,Medium,0%;
2490,2490. Circular Sentence,['String'],64.6%,Easy,18.0732%;
2491,2491. Divide Players Into Teams of Equal Skill,"['Array', 'Hash Table', 'Two Pointers', '1+']",58.8%,Medium,44.7074%;
2492,2492. Minimum Score of a Path Between Two Cities,"['Depth-First Search', '3+']",46.5%,Medium,39.441%;
2493,2493. Divide Nodes Into the Maximum Number of Groups,"['Breadth-First Search', 'Union Find', '1+']",37.0%,Hard,48.4923%;
2494,2494. Merge Overlapping Events in the Same Hall,['Database'],18.7%,Hard,48.4923%;
2495,2495. Number of Subarrays Having Even Product,"['Array', 'Math', 'Dynamic Programming']",65.6%,Medium,0%;
2496,2496. Maximum Value of a String in an Array,"['Array', 'String']",72.0%,Easy,10.3137%;
2497,2497. Maximum Star Sum of a Graph,"['Array', 'Greedy', 'Graph', '2+']",38.4%,Medium,10.0509%;
2498,2498. Frog Jump II,"['Array', 'Binary Search', 'Greedy']",60.9%,Medium,52.1381%;
2499,2499. Minimum Total Cost to Make Arrays Unequal,"['Array', 'Hash Table', 'Greedy', '1+']",44.1%,Hard,56.5328%;
2500,2500. Delete Greatest Value in Each Row,"['Array', 'Sorting', 'Matrix']",81.0%,Easy,25.1729%;
2501,2501. Longest Square Streak in an Array,"['Array', 'Hash Table', '3+']",39.5%,Medium,37.8805%;
2502,2502. Design Memory Allocator,"['Array', 'Hash Table', 'Design', '1+']",52.3%,Medium,62.7046%;
2503,2503. Maximum Number of Points From Grid Queries,"['Array', 'Breadth-First Search', '3+']",37.0%,Hard,19.1652%;
2504,2504. Concatenate the Name and the Profession,['Database'],55.0%,Easy,0%;
2505,2505. Bitwise OR of All Subsequence Sums,"['Array', 'Math', 'Bit Manipulation', '1+']",59.6%,Medium,0%;
2506,2506. Count Pairs Of Similar Strings,"['Array', 'Hash Table', 'String']",70.6%,Easy,31.602%;
2507,2507. Smallest Value After Replacing With Sum of Prime Factors,"['Math', 'Number Theory']",48.7%,Medium,30.9747%;
2508,2508. Add Edges to Make Degrees of All Nodes Even,"['Hash Table', 'Graph']",32.3%,Hard,26.561%;
2509,2509. Cycle Length Queries in a Tree,"['Tree', 'Binary Tree']",57.3%,Hard,37.1288%;
2510,2510. Check if There is a Path With Equal Number of 0's And 1's,"['Array', 'Dynamic Programming', 'Matrix']",55.6%,Medium,0%;
2511,2511. Maximum Enemy Forts That Can Be Captured,"['Array', 'Two Pointers']",37.4%,Easy,11.4522%;
2512,2512. Reward Top K Students,"['Array', 'Hash Table', 'String', '2+']",46.5%,Medium,19.7401%;
2513,2513. Minimize the Maximum of Two Arrays,"['Math', 'Binary Search', 'Number Theory']",26.6%,Medium,49.9577%;
2514,2514. Count Anagrams,"['Hash Table', 'Math', 'String', '2+']",34.1%,Hard,0%;
2515,2515. Shortest Distance to Target String in a Circular Array,"['Array', 'String']",48.9%,Easy,20.3521%;
2516,2516. Take K of Each Character From Left and Right,"['Hash Table', 'String', 'Sliding Window']",33.9%,Medium,34.8443%;
2517,2517. Maximum Tastiness of Candy Basket,"['Array', 'Binary Search', 'Sorting']",64.6%,Medium,33.8438%;
2518,2518. Number of Great Partitions,"['Array', 'Dynamic Programming']",33.0%,Hard,49.9577%;
2519,2519. Count the Number of K-Big Indices,"['Array', 'Binary Search', '5+']",64.3%,Hard,0%;
2520,2520. Count the Digits That Divide a Number,['Math'],85.0%,Easy,3.89975%;
2521,2521. Distinct Prime Factors of Product of Array,"['Array', 'Hash Table', 'Math', '1+']",50.0%,Medium,14.4755%;
2522,2522. Partition String Into Substrings With Values at Most K,"['String', 'Dynamic Programming', 'Greedy']",46.7%,Medium,24.6294%;
2523,2523. Closest Prime Numbers in Range,"['Math', 'Number Theory']",37.0%,Medium,37.8805%;
2524,2524. Maximum Frequency Score of a Subarray,"['Array', 'Hash Table', 'Math', '1+']",40.1%,Hard,0%;
2525,2525. Categorize Box According to Criteria,['Math'],33.9%,Easy,12.0454%;
2526,2526. Find Consecutive Integers from a Data Stream,"['Hash Table', 'Design', 'Queue', '2+']",45.0%,Medium,0%;
2527,2527. Find Xor-Beauty of Array,"['Array', 'Math', 'Bit Manipulation']",70.1%,Medium,0%;
2528,2528. Maximize the Minimum Powered City,"['Array', 'Binary Search', 'Greedy', '3+']",32.1%,Hard,32.809%;
2529,2529. Maximum Count of Positive Integer and Negative Integer,"['Array', 'Binary Search', 'Counting']",75.0%,Easy,2.83995%;
2530,2530. Maximal Score After Applying K Operations,"['Array', 'Greedy', 'Heap (Priority Queue)']",43.3%,Medium,21.3499%;
2531,2531. Make Number of Distinct Characters Equal,"['Hash Table', 'String', 'Counting']",25.5%,Medium,10.0509%;
2532,2532. Time to Cross a Bridge,"['Array', 'Heap (Priority Queue)', '1+']",53.6%,Hard,58.5443%;
2533,2533. Number of Good Binary Strings,['Dynamic Programming'],64.3%,Medium,0%;
2534,2534. Time Taken to Cross the Door,"['Array', 'Queue', 'Simulation']",70.7%,Hard,0%;
2535,2535. Difference Between Element Sum and Digit Sum of an Array,"['Array', 'Math']",85.5%,Easy,22.5401%;
2536,2536. Increment Submatrices by One,"['Array', 'Matrix', 'Prefix Sum']",48.3%,Medium,17.5771%;
2537,2537. Count the Number of Good Subarrays,"['Array', 'Hash Table', 'Sliding Window']",47.9%,Medium,35.9339%;
2538,2538. Difference Between Maximum and Minimum Price Sum,"['Array', 'Dynamic Programming', 'Tree']",34.8%,Hard,14.8423%;
2539,2539. Count the Number of Good Subsequences,"['Hash Table', 'Math', 'String', '2+']",77.4%,Medium,0%;
2540,2540. Minimum Common Value,"['Array', 'Hash Table', 'Two Pointers', '1+']",51.7%,Easy,8.23292%;
2541,2541. Minimum Operations to Make Array Equal II,"['Array', 'Math', 'Greedy']",30.9%,Medium,10.0509%;
2542,2542. Maximum Subsequence Score,"['Array', 'Greedy', 'Sorting', '1+']",38.0%,Medium,42.4619%;
2543,2543. Check if Point Is Reachable,"['Math', 'Number Theory']",42.1%,Hard,19.9398%;
2544,2544. Alternating Digit Sum,['Math'],69.8%,Easy,4.02218%;
2545,2545. Sort the Students by Their Kth Score,"['Array', 'Sorting', 'Matrix']",85.9%,Medium,0%;
2546,2546. Apply Bitwise Operations to Make Strings Equal,"['String', 'Bit Manipulation']",40.6%,Medium,15.386%;
2547,2547. Minimum Cost to Split an Array,"['Array', 'Hash Table', '2+']",38.8%,Hard,33.8438%;
2548,2548. Maximum Price to Fill a Bag,"['Array', 'Greedy', 'Sorting']",69.1%,Medium,0%;
2549,2549. Count Distinct Numbers on Board,"['Array', 'Hash Table', 'Math', '1+']",59.8%,Easy,15.2584%;
2550,2550. Count Collisions of Monkeys on a Polygon,"['Math', 'Recursion']",26.5%,Medium,5.31554%;
2551,2551. Put Marbles in Bags,"['Array', 'Greedy', 'Sorting', '1+']",52.8%,Hard,46.4779%;
2552,2552. Count Increasing Quadruplets,"['Array', 'Dynamic Programming', '3+']",31.4%,Hard,44.1806%;
2553,2553. Separate the Digits in an Array,"['Array', 'Simulation']",79.6%,Easy,0.845285%;
2554,2554. Maximum Number of Integers to Choose From a Range I,"['Array', 'Hash Table', '3+']",52.3%,Medium,0%;
2555,2555. Maximize Win From Two Segments,"['Array', 'Binary Search', 'Sliding Window']",30.1%,Medium,47.998%;
2556,2556. Disconnect Path in a Binary Matrix by at Most One Flip,"['Array', 'Dynamic Programming', '3+']",28.6%,Medium,17.5771%;
2557,2557. Maximum Number of Integers to Choose From a Range II,"['Array', 'Binary Search', 'Greedy', '1+']",45.6%,Medium,0%;
2558,2558. Take Gifts From the Richest Pile,"['Array', 'Heap (Priority Queue)', '1+']",66.3%,Easy,20.378%;
2559,2559. Count Vowel Strings in Ranges,"['Array', 'String', 'Prefix Sum']",51.3%,Medium,1.95559%;
2560,2560. House Robber IV,"['Array', 'Binary Search']",39.6%,Medium,24.9007%;
2561,2561. Rearranging Fruits,"['Array', 'Hash Table', 'Greedy']",34.2%,Hard,9.0275%;
2562,2562. Find the Array Concatenation Value,"['Array', 'Two Pointers', 'Simulation']",69.7%,Easy,3.85297%;
2563,2563. Count the Number of Fair Pairs,"['Array', 'Two Pointers', '2+']",31.8%,Medium,34.2432%;
2564,2564. Substring XOR Queries,"['Array', 'Hash Table', 'String', '1+']",33.5%,Medium,9.71707%;
2565,2565. Subsequence With the Minimum Score,"['Two Pointers', 'String', 'Binary Search']",32.0%,Hard,38.647%;
2566,2566. Maximum Difference by Remapping a Digit,"['Math', 'Greedy']",60.1%,Easy,16.5253%;
2567,2567. Minimum Score by Changing Two Elements,"['Array', 'Greedy', 'Sorting']",47.3%,Medium,33.1694%;
2568,2568. Minimum Impossible OR,"['Array', 'Bit Manipulation', 'Brainteaser']",56.9%,Medium,23.7598%;
2569,2569. Handling Sum Queries After Update,"['Array', 'Segment Tree']",25.7%,Hard,0%;
2570,2570. Merge Two 2D Arrays by Summing Values,"['Array', 'Hash Table', 'Two Pointers']",72.9%,Easy,0%;
