,User Name,Languages,Advanced skill,Intermediate skill,Fundamental skill,技能
1640,Happymood,"['C++', 'MySQL']","['Dynamic Programming', 'x208', 'Backtracking', 'x32', 'Bitmask', 'x26', 'Union Find', 'x25', 'Monotonic Stack', 'x21', 'Segment Tree', 'x13', 'Divide and Conquer', 'x11', 'Trie', 'x10']","['Hash Table', 'x109', 'Greedy', 'x98', 'Math', 'x85', 'Binary Search', 'x73', 'Depth-First Search', 'x60', 'Bit Manipulation', 'x60', 'Breadth-First Search', 'x52', 'Graph', 'x40']","['Array', 'x402', 'String', 'x146', 'Sorting', 'x73', 'Matrix', 'x59', 'Stack', 'x40', 'Two Pointers', 'x39', 'Simulation', 'x16', 'Enumeration', 'x13']",
1641,wanghaocheng,['C++'],"['Dynamic Programming', 'x67', 'Backtracking', 'x22', 'Divide and Conquer', 'x15', 'Monotonic Stack', 'x9', 'Trie', 'x8', 'Union Find', 'x8', 'Segment Tree', 'x6', 'Topological Sort', 'x5']","['Hash Table', 'x83', 'Math', 'x57', 'Depth-First Search', 'x43', 'Greedy', 'x42', 'Tree', 'x37', 'Binary Tree', 'x33', 'Breadth-First Search', 'x32', 'Binary Search', 'x30']","['Array', 'x211', 'String', 'x99', 'Sorting', 'x52', 'Two Pointers', 'x43', 'Stack', 'x37', 'Matrix', 'x30', 'Simulation', 'x27', 'Linked List', 'x23']",
1642,mchandy36,"['C++', 'C', 'Go']","['Dynamic Programming', 'x30', 'Backtracking', 'x7', 'Divide and Conquer', 'x7', 'Union Find', 'x5', 'Monotonic Stack', 'x5', 'Topological Sort', 'x4', 'Trie', 'x3', 'Data Stream', 'x2']","['Hash Table', 'x42', 'Math', 'x29', 'Depth-First Search', 'x26', 'Tree', 'x21', 'Binary Tree', 'x21', 'Breadth-First Search', 'x19', 'Greedy', 'x16', 'Binary Search', 'x12']","['Array', 'x104', 'String', 'x35', 'Sorting', 'x35', 'Two Pointers', 'x21', 'Matrix', 'x14', 'Stack', 'x12', 'Simulation', 'x6', 'Linked List', 'x4']",
1643,YinuoWang,"['Python3', 'Python', 'C++', 'C']","['Dynamic Programming', 'x145', 'Backtracking', 'x35', 'Divide and Conquer', 'x20', 'Union Find', 'x20', 'Monotonic Stack', 'x18', 'Trie', 'x15', 'Game Theory', 'x8', 'Bitmask', 'x8']","['Hash Table', 'x150', 'Math', 'x119', 'Depth-First Search', 'x91', 'Greedy', 'x87', 'Tree', 'x75', 'Breadth-First Search', 'x71', 'Binary Tree', 'x69', 'Binary Search', 'x58']","['Array', 'x416', 'String', 'x192', 'Sorting', 'x88', 'Two Pointers', 'x71', 'Matrix', 'x56', 'Stack', 'x56', 'Linked List', 'x40', 'Simulation', 'x35']",
1644,dettier,"['JavaScript', 'Python3', 'C++', 'Java', 'C#', 'MySQL', 'Python', 'Rust', 'TypeScript']","['Dynamic Programming', 'x171', 'Backtracking', 'x54', 'Divide and Conquer', 'x25', 'Union Find', 'x24', 'Monotonic Stack', 'x21', 'Trie', 'x20', 'Binary Indexed Tree', 'x14', 'Segment Tree', 'x11']","['Hash Table', 'x196', 'Math', 'x164', 'Depth-First Search', 'x132', 'Greedy', 'x105', 'Tree', 'x94', 'Breadth-First Search', 'x93', 'Binary Tree', 'x88', 'Binary Search', 'x84']","['Array', 'x517', 'String', 'x268', 'Sorting', 'x130', 'Two Pointers', 'x87', 'Matrix', 'x79', 'Stack', 'x63', 'Linked List', 'x45', 'Simulation', 'x42']",
1645,danzhi,"['Java', 'C++', 'MySQL', 'C']","['Dynamic Programming', 'x412', 'Backtracking', 'x94', 'Union Find', 'x72', 'Monotonic Stack', 'x49', 'Trie', 'x43', 'Divide and Conquer', 'x42', 'Bitmask', 'x39', 'Segment Tree', 'x31']","['Hash Table', 'x454', 'Math', 'x409', 'Greedy', 'x288', 'Depth-First Search', 'x264', 'Binary Search', 'x214', 'Breadth-First Search', 'x210', 'Tree', 'x207', 'Binary Tree', 'x166']","['Array', 'x1303', 'String', 'x599', 'Sorting', 'x295', 'Matrix', 'x186', 'Two Pointers', 'x166', 'Stack', 'x137', 'Simulation', 'x113', 'Linked List', 'x70']",
1646,ianlini,"['Python3', 'C++']","['Dynamic Programming', 'x29', 'Monotonic Stack', 'x9', 'Backtracking', 'x8', 'Union Find', 'x6', 'Divide and Conquer', 'x5', 'Segment Tree', 'x5', 'Binary Indexed Tree', 'x4', 'Topological Sort', 'x3']","['Hash Table', 'x59', 'Math', 'x32', 'Greedy', 'x31', 'Binary Search', 'x29', 'Breadth-First Search', 'x21', 'Depth-First Search', 'x18', 'Bit Manipulation', 'x16', 'Design', 'x14']","['Array', 'x146', 'String', 'x63', 'Sorting', 'x33', 'Simulation', 'x21', 'Matrix', 'x20', 'Two Pointers', 'x17', 'Stack', 'x12', 'Enumeration', 'x11']",
1647,Xiao__Jun,"['C++', 'Java', 'Python3']","['Dynamic Programming', 'x319', 'Backtracking', 'x67', 'Union Find', 'x48', 'Divide and Conquer', 'x37', 'Monotonic Stack', 'x36', 'Bitmask', 'x30', 'Trie', 'x27', 'Segment Tree', 'x19']","['Hash Table', 'x334', 'Math', 'x270', 'Greedy', 'x228', 'Depth-First Search', 'x167', 'Binary Search', 'x157', 'Breadth-First Search', 'x151', 'Tree', 'x126', 'Bit Manipulation', 'x117']","['Array', 'x977', 'String', 'x437', 'Sorting', 'x228', 'Matrix', 'x140', 'Two Pointers', 'x124', 'Simulation', 'x94', 'Stack', 'x93', 'Linked List', 'x56']",
1648,Saharsh-R,"['Python3', 'Java', 'Python', 'JavaScript', 'C++', 'MySQL']","['Dynamic Programming', 'x378', 'Backtracking', 'x88', 'Union Find', 'x61', 'Monotonic Stack', 'x44', 'Trie', 'x42', 'Divide and Conquer', 'x38', 'Bitmask', 'x37', 'Topological Sort', 'x26']","['Hash Table', 'x379', 'Math', 'x351', 'Depth-First Search', 'x244', 'Greedy', 'x242', 'Breadth-First Search', 'x193', 'Tree', 'x188', 'Binary Search', 'x178', 'Binary Tree', 'x156']","['Array', 'x1108', 'String', 'x526', 'Sorting', 'x241', 'Matrix', 'x166', 'Two Pointers', 'x146', 'Stack', 'x125', 'Simulation', 'x88', 'Linked List', 'x67']",
1649,,[],,,,
1650,,[],,,,
1651,,[],,,,
1652,user2062fQ,"['C++', 'Python', 'Python3']","['Dynamic Programming', 'x16', 'Backtracking', 'x2', 'Topological Sort', 'x2', 'Rolling Hash', 'x1', 'Bitmask', 'x1', 'Quickselect', 'x1', 'Divide and Conquer', 'x1', 'Trie', 'x1']","['Hash Table', 'x19', 'Bit Manipulation', 'x8', 'Math', 'x7', 'Greedy', 'x6', 'Binary Search', 'x5', 'Depth-First Search', 'x5', 'Tree', 'x4', 'Graph', 'x3']","['Array', 'x41', 'String', 'x19', 'Sorting', 'x10', 'Matrix', 'x9', 'Simulation', 'x8', 'Enumeration', 'x6', 'Two Pointers', 'x3', 'Stack', 'x2']",
1653,ViktoriiaKovalova,"['C++', 'Python3', 'MySQL']","['Dynamic Programming', 'x18', 'Divide and Conquer', 'x5', 'Game Theory', 'x3', 'Union Find', 'x3', 'Backtracking', 'x2', 'Binary Indexed Tree', 'x2', 'Monotonic Stack', 'x2', 'Data Stream', 'x1']","['Hash Table', 'x22', 'Math', 'x21', 'Greedy', 'x12', 'Binary Search', 'x9', 'Tree', 'x7', 'Binary Tree', 'x7', 'Depth-First Search', 'x7', 'Breadth-First Search', 'x6']","['Array', 'x57', 'String', 'x31', 'Sorting', 'x13', 'Two Pointers', 'x10', 'Stack', 'x9', 'Linked List', 'x7', 'Matrix', 'x5', 'Simulation', 'x5']",
1654,ChelseaChenC,"['Python3', 'Python', 'MySQL', 'C++', 'JavaScript']","['Dynamic Programming', 'x211', 'Backtracking', 'x58', 'Union Find', 'x35', 'Divide and Conquer', 'x29', 'Monotonic Stack', 'x26', 'Trie', 'x25', 'Bitmask', 'x13', 'Binary Indexed Tree', 'x13']","['Hash Table', 'x244', 'Math', 'x187', 'Depth-First Search', 'x170', 'Tree', 'x139', 'Breadth-First Search', 'x127', 'Greedy', 'x123', 'Binary Tree', 'x121', 'Binary Search', 'x98']","['Array', 'x623', 'String', 'x308', 'Sorting', 'x157', 'Two Pointers', 'x102', 'Stack', 'x86', 'Matrix', 'x85', 'Linked List', 'x48', 'Simulation', 'x39']",
1655,,[],,,,
1656,qzane,"['Python3', 'Python', 'C++', 'C', 'Java']","['Dynamic Programming', 'x122', 'Backtracking', 'x31', 'Union Find', 'x21', 'Divide and Conquer', 'x20', 'Monotonic Stack', 'x14', 'Segment Tree', 'x10', 'Bitmask', 'x8', 'Trie', 'x8']","['Hash Table', 'x122', 'Math', 'x119', 'Greedy', 'x69', 'Depth-First Search', 'x66', 'Breadth-First Search', 'x61', 'Binary Search', 'x56', 'Tree', 'x52', 'Bit Manipulation', 'x48']","['Array', 'x357', 'String', 'x155', 'Sorting', 'x79', 'Matrix', 'x54', 'Two Pointers', 'x44', 'Stack', 'x33', 'Simulation', 'x32', 'Linked List', 'x24']",
1657,xymabinogi,"['C++', 'Java', 'Python3', 'TypeScript']","['Dynamic Programming', 'x315', 'Backtracking', 'x75', 'Union Find', 'x61', 'Monotonic Stack', 'x38', 'Bitmask', 'x36', 'Trie', 'x31', 'Divide and Conquer', 'x29', 'Topological Sort', 'x28']","['Hash Table', 'x230', 'Math', 'x177', 'Depth-First Search', 'x172', 'Binary Search', 'x142', 'Breadth-First Search', 'x140', 'Greedy', 'x139', 'Tree', 'x129', 'Bit Manipulation', 'x111']","['Array', 'x714', 'String', 'x295', 'Sorting', 'x147', 'Matrix', 'x100', 'Two Pointers', 'x93', 'Stack', 'x84', 'Linked List', 'x44', 'Simulation', 'x32']",
1658,arpitpandey992,"['C++', 'MySQL', 'Java', 'Python3']","['Dynamic Programming', 'x248', 'Union Find', 'x51', 'Backtracking', 'x40', 'Monotonic Stack', 'x36', 'Divide and Conquer', 'x25', 'Bitmask', 'x21', 'Trie', 'x21', 'Segment Tree', 'x20']","['Hash Table', 'x212', 'Math', 'x160', 'Greedy', 'x138', 'Depth-First Search', 'x131', 'Breadth-First Search', 'x124', 'Binary Search', 'x104', 'Tree', 'x93', 'Binary Tree', 'x75']","['Array', 'x606', 'String', 'x270', 'Sorting', 'x136', 'Matrix', 'x88', 'Stack', 'x82', 'Two Pointers', 'x75', 'Simulation', 'x45', 'Linked List', 'x37']",
1659,mon0pole,['C++'],"['Dynamic Programming', 'x54', 'Backtracking', 'x11', 'Union Find', 'x10', 'Divide and Conquer', 'x7', 'Monotonic Stack', 'x6', 'Bitmask', 'x5', 'Data Stream', 'x4', 'Topological Sort', 'x4']","['Hash Table', 'x82', 'Greedy', 'x49', 'Math', 'x49', 'Binary Search', 'x29', 'Bit Manipulation', 'x27', 'Depth-First Search', 'x21', 'Design', 'x20', 'Breadth-First Search', 'x18']","['Array', 'x215', 'String', 'x85', 'Sorting', 'x46', 'Simulation', 'x33', 'Two Pointers', 'x33', 'Matrix', 'x30', 'Stack', 'x21', 'Linked List', 'x19']",
1660,little_angel,"['C++', 'Python3', 'Python']","['Dynamic Programming', 'x46', 'Backtracking', 'x12', 'Divide and Conquer', 'x9', 'Trie', 'x5', 'Monotonic Stack', 'x5', 'Segment Tree', 'x4', 'Rolling Hash', 'x2', 'Union Find', 'x2']","['Hash Table', 'x68', 'Greedy', 'x38', 'Math', 'x33', 'Depth-First Search', 'x24', 'Tree', 'x23', 'Binary Search', 'x22', 'Binary Tree', 'x20', 'Breadth-First Search', 'x18']","['Array', 'x147', 'String', 'x67', 'Sorting', 'x38', 'Matrix', 'x23', 'Two Pointers', 'x23', 'Simulation', 'x17', 'Linked List', 'x14', 'Stack', 'x12']",
1661,yuhwu,"['Java', 'C++', 'MySQL', 'Bash']","['Dynamic Programming', 'x252', 'Backtracking', 'x60', 'Union Find', 'x43', 'Trie', 'x30', 'Divide and Conquer', 'x29', 'Monotonic Stack', 'x29', 'Bitmask', 'x19', 'Data Stream', 'x14']","['Hash Table', 'x248', 'Math', 'x202', 'Depth-First Search', 'x189', 'Breadth-First Search', 'x151', 'Tree', 'x142', 'Greedy', 'x126', 'Binary Tree', 'x124', 'Binary Search', 'x113']","['Array', 'x658', 'String', 'x328', 'Sorting', 'x156', 'Matrix', 'x108', 'Two Pointers', 'x99', 'Stack', 'x88', 'Linked List', 'x55', 'Simulation', 'x46']",
1662,rauschaj,"['Python3', 'Java', 'C++', 'Python', 'C', 'MySQL', 'Rust']","['Dynamic Programming', 'x169', 'Backtracking', 'x38', 'Union Find', 'x28', 'Divide and Conquer', 'x25', 'Monotonic Stack', 'x23', 'Trie', 'x18', 'Binary Indexed Tree', 'x12', 'Topological Sort', 'x11']","['Hash Table', 'x215', 'Math', 'x160', 'Depth-First Search', 'x130', 'Greedy', 'x128', 'Breadth-First Search', 'x108', 'Tree', 'x98', 'Binary Search', 'x88', 'Binary Tree', 'x85']","['Array', 'x576', 'String', 'x261', 'Sorting', 'x155', 'Two Pointers', 'x88', 'Matrix', 'x78', 'Stack', 'x56', 'Simulation', 'x52', 'Linked List', 'x36']",
1663,qingrongc,['C++'],"['Dynamic Programming', 'x27', 'Backtracking', 'x8', 'Divide and Conquer', 'x5', 'Monotonic Stack', 'x5', 'Bitmask', 'x4', 'Union Find', 'x3', 'Data Stream', 'x2', 'Game Theory', 'x2']","['Math', 'x42', 'Hash Table', 'x33', 'Greedy', 'x23', 'Tree', 'x18', 'Binary Search', 'x18', 'Binary Tree', 'x17', 'Depth-First Search', 'x15', 'Bit Manipulation', 'x15']","['Array', 'x106', 'String', 'x55', 'Two Pointers', 'x19', 'Sorting', 'x17', 'Simulation', 'x14', 'Stack', 'x12', 'Matrix', 'x11', 'Linked List', 'x11']",
1664,WRWRW,"['Python3', 'Python', 'MySQL', 'Bash']","['Dynamic Programming', 'x272', 'Backtracking', 'x70', 'Union Find', 'x50', 'Divide and Conquer', 'x33', 'Monotonic Stack', 'x33', 'Topological Sort', 'x27', 'Trie', 'x26', 'Bitmask', 'x24']","['Hash Table', 'x331', 'Math', 'x245', 'Greedy', 'x210', 'Depth-First Search', 'x174', 'Binary Search', 'x166', 'Breadth-First Search', 'x142', 'Tree', 'x139', 'Binary Tree', 'x112']","['Array', 'x935', 'String', 'x415', 'Sorting', 'x222', 'Matrix', 'x129', 'Two Pointers', 'x128', 'Stack', 'x86', 'Simulation', 'x84', 'Linked List', 'x52']",
1665,areke,"['C++', 'Python3', 'Java', 'Python', 'JavaScript', 'Bash', 'Elixir']","['Dynamic Programming', 'x68', 'Divide and Conquer', 'x10', 'Union Find', 'x10', 'Backtracking', 'x9', 'Monotonic Stack', 'x7', 'Binary Indexed Tree', 'x5', 'Trie', 'x4', 'Segment Tree', 'x4']","['Hash Table', 'x122', 'Math', 'x91', 'Greedy', 'x71', 'Binary Search', 'x44', 'Tree', 'x43', 'Depth-First Search', 'x43', 'Binary Tree', 'x37', 'Bit Manipulation', 'x37']","['Array', 'x282', 'String', 'x135', 'Sorting', 'x64', 'Two Pointers', 'x43', 'Simulation', 'x39', 'Matrix', 'x31', 'Stack', 'x28', 'Enumeration', 'x18']",
1666,penguinarsonist,"['Python3', 'C++', 'Python', 'Java', 'JavaScript']","['Dynamic Programming', 'x117', 'Backtracking', 'x28', 'Divide and Conquer', 'x20', 'Trie', 'x13', 'Monotonic Stack', 'x13', 'Union Find', 'x11', 'Bitmask', 'x10', 'Binary Indexed Tree', 'x9']","['Hash Table', 'x104', 'Math', 'x93', 'Greedy', 'x74', 'Depth-First Search', 'x59', 'Tree', 'x57', 'Binary Search', 'x57', 'Binary Tree', 'x49', 'Bit Manipulation', 'x43']","['Array', 'x323', 'String', 'x124', 'Sorting', 'x71', 'Two Pointers', 'x53', 'Matrix', 'x40', 'Stack', 'x38', 'Linked List', 'x34', 'Simulation', 'x21']",
1667,katorin,"['C++', 'Python3', 'Java', 'MySQL', 'JavaScript', 'Python']","['Dynamic Programming', 'x194', 'Backtracking', 'x47', 'Divide and Conquer', 'x29', 'Monotonic Stack', 'x22', 'Union Find', 'x19', 'Trie', 'x17', 'Game Theory', 'x13', 'Bitmask', 'x13']","['Hash Table', 'x174', 'Math', 'x174', 'Depth-First Search', 'x134', 'Tree', 'x124', 'Binary Tree', 'x113', 'Greedy', 'x108', 'Binary Search', 'x95', 'Breadth-First Search', 'x95']","['Array', 'x506', 'String', 'x211', 'Sorting', 'x121', 'Two Pointers', 'x77', 'Matrix', 'x66', 'Stack', 'x63', 'Linked List', 'x40', 'Simulation', 'x26']",
1668,dsamain_,"['C++', 'C', 'Python']","['Dynamic Programming', 'x93', 'Union Find', 'x29', 'Backtracking', 'x28', 'Topological Sort', 'x10', 'Trie', 'x9', 'Monotonic Stack', 'x8', 'Shortest Path', 'x6', 'Bitmask', 'x5']","['Hash Table', 'x113', 'Math', 'x82', 'Depth-First Search', 'x72', 'Greedy', 'x66', 'Breadth-First Search', 'x62', 'Binary Search', 'x49', 'Tree', 'x43', 'Bit Manipulation', 'x37']","['Array', 'x294', 'String', 'x123', 'Sorting', 'x67', 'Matrix', 'x41', 'Two Pointers', 'x38', 'Simulation', 'x25', 'Stack', 'x25', 'Linked List', 'x14']",
1669,,[],,,,
1670,,[],,,,
1671,,[],,,,
1672,,[],,,,
1673,agakishy,"['Python3', 'C++', 'Java', 'MySQL', 'Go', 'Python', 'C', 'Bash']","['Dynamic Programming', 'x261', 'Backtracking', 'x67', 'Union Find', 'x39', 'Divide and Conquer', 'x37', 'Monotonic Stack', 'x30', 'Trie', 'x25', 'Segment Tree', 'x20', 'Bitmask', 'x19']","['Hash Table', 'x323', 'Math', 'x288', 'Greedy', 'x202', 'Depth-First Search', 'x176', 'Binary Search', 'x158', 'Tree', 'x151', 'Breadth-First Search', 'x131', 'Binary Tree', 'x128']","['Array', 'x919', 'String', 'x438', 'Sorting', 'x218', 'Two Pointers', 'x138', 'Matrix', 'x128', 'Stack', 'x94', 'Simulation', 'x86', 'Linked List', 'x53']",
1674,alanchan0729,"['C++', 'Java', 'MySQL']","['Dynamic Programming', 'x50', 'Backtracking', 'x15', 'Divide and Conquer', 'x11', 'Trie', 'x9', 'Union Find', 'x8', 'Binary Indexed Tree', 'x7', 'Segment Tree', 'x7', 'Monotonic Stack', 'x5']","['Hash Table', 'x58', 'Math', 'x57', 'Greedy', 'x29', 'Depth-First Search', 'x29', 'Breadth-First Search', 'x28', 'Binary Search', 'x20', 'Tree', 'x18', 'Binary Tree', 'x18']","['Array', 'x159', 'String', 'x78', 'Sorting', 'x38', 'Two Pointers', 'x32', 'Linked List', 'x21', 'Matrix', 'x20', 'Simulation', 'x17', 'Stack', 'x16']",
1675,adityakumar09092021,"['C++', 'MySQL']","['Dynamic Programming', 'x92', 'Backtracking', 'x16', 'Union Find', 'x14', 'Divide and Conquer', 'x12', 'Trie', 'x12', 'Monotonic Stack', 'x11', 'Topological Sort', 'x9', 'Segment Tree', 'x7']","['Hash Table', 'x102', 'Depth-First Search', 'x79', 'Tree', 'x70', 'Greedy', 'x68', 'Binary Search', 'x59', 'Binary Tree', 'x58', 'Breadth-First Search', 'x57', 'Math', 'x57']","['Array', 'x272', 'String', 'x105', 'Sorting', 'x70', 'Two Pointers', 'x45', 'Matrix', 'x41', 'Linked List', 'x37', 'Stack', 'x26', 'Simulation', 'x20']",
1676,,[],,,,
1677,Sun_WuKong,"['Java', 'Go', 'MySQL', 'Bash']","['Dynamic Programming', 'x196', 'Backtracking', 'x54', 'Divide and Conquer', 'x30', 'Union Find', 'x27', 'Monotonic Stack', 'x23', 'Trie', 'x21', 'Bitmask', 'x12', 'Game Theory', 'x9']","['Hash Table', 'x212', 'Math', 'x190', 'Depth-First Search', 'x148', 'Breadth-First Search', 'x119', 'Tree', 'x116', 'Greedy', 'x109', 'Binary Tree', 'x101', 'Binary Search', 'x94']","['Array', 'x557', 'String', 'x270', 'Sorting', 'x138', 'Two Pointers', 'x93', 'Matrix', 'x87', 'Stack', 'x72', 'Linked List', 'x43', 'Simulation', 'x37']",
1678,danielchandg,"['C++', 'Python3', 'Python', 'Java', 'C']","['Dynamic Programming', 'x139', 'Backtracking', 'x33', 'Union Find', 'x23', 'Divide and Conquer', 'x20', 'Monotonic Stack', 'x16', 'Trie', 'x10', 'Binary Indexed Tree', 'x8', 'Segment Tree', 'x8']","['Hash Table', 'x180', 'Math', 'x130', 'Greedy', 'x103', 'Depth-First Search', 'x87', 'Binary Search', 'x81', 'Tree', 'x73', 'Breadth-First Search', 'x72', 'Binary Tree', 'x59']","['Array', 'x497', 'String', 'x211', 'Sorting', 'x117', 'Two Pointers', 'x80', 'Matrix', 'x72', 'Simulation', 'x52', 'Stack', 'x50', 'Linked List', 'x36']",
1679,SagarAman,"['Java', 'C++', 'JavaScript']","['Dynamic Programming', 'x287', 'Backtracking', 'x56', 'Union Find', 'x48', 'Monotonic Stack', 'x38', 'Divide and Conquer', 'x26', 'Bitmask', 'x24', 'Trie', 'x23', 'Segment Tree', 'x19']","['Hash Table', 'x256', 'Greedy', 'x221', 'Math', 'x211', 'Depth-First Search', 'x163', 'Binary Search', 'x149', 'Breadth-First Search', 'x135', 'Tree', 'x126', 'Binary Tree', 'x104']","['Array', 'x832', 'String', 'x314', 'Sorting', 'x197', 'Matrix', 'x114', 'Two Pointers', 'x112', 'Stack', 'x82', 'Simulation', 'x62', 'Linked List', 'x41']",
1680,ph52,"['Python3', 'C++', 'Scala', 'Python', 'MySQL', 'JavaScript', 'Java', 'C', 'MS SQL Server']","['Dynamic Programming', 'x223', 'Backtracking', 'x56', 'Union Find', 'x32', 'Monotonic Stack', 'x28', 'Divide and Conquer', 'x26', 'Trie', 'x21', 'Bitmask', 'x19', 'Segment Tree', 'x16']","['Hash Table', 'x205', 'Math', 'x189', 'Depth-First Search', 'x148', 'Greedy', 'x128', 'Breadth-First Search', 'x117', 'Tree', 'x112', 'Binary Search', 'x99', 'Binary Tree', 'x95']","['Array', 'x596', 'String', 'x279', 'Sorting', 'x140', 'Two Pointers', 'x103', 'Stack', 'x85', 'Matrix', 'x84', 'Simulation', 'x44', 'Linked List', 'x44']",
1681,bpdolson,"['Python3', 'C++', 'MySQL']","['Dynamic Programming', 'x123', 'Backtracking', 'x29', 'Divide and Conquer', 'x20', 'Monotonic Stack', 'x13', 'Union Find', 'x12', 'Trie', 'x10', 'Bitmask', 'x8', 'Monotonic Queue', 'x7']","['Hash Table', 'x133', 'Math', 'x125', 'Depth-First Search', 'x79', 'Greedy', 'x78', 'Tree', 'x71', 'Breadth-First Search', 'x64', 'Binary Tree', 'x62', 'Binary Search', 'x61']","['Array', 'x359', 'String', 'x164', 'Sorting', 'x88', 'Two Pointers', 'x65', 'Matrix', 'x45', 'Stack', 'x45', 'Linked List', 'x30', 'Simulation', 'x24']",
1682,vmarunin,"['Go', 'Python3', 'MySQL', 'Bash']","['Dynamic Programming', 'x362', 'Backtracking', 'x77', 'Union Find', 'x57', 'Monotonic Stack', 'x41', 'Divide and Conquer', 'x40', 'Bitmask', 'x33', 'Trie', 'x32', 'Segment Tree', 'x27']","['Hash Table', 'x383', 'Math', 'x364', 'Greedy', 'x256', 'Depth-First Search', 'x203', 'Binary Search', 'x186', 'Breadth-First Search', 'x170', 'Tree', 'x156', 'Bit Manipulation', 'x141']","['Array', 'x1129', 'String', 'x515', 'Sorting', 'x264', 'Matrix', 'x158', 'Two Pointers', 'x141', 'Stack', 'x114', 'Simulation', 'x105', 'Linked List', 'x60']",
1683,Yoks1729,"['C++', 'Java', 'JavaScript', 'Ruby', 'Python3']","['Dynamic Programming', 'x117', 'Union Find', 'x19', 'Backtracking', 'x17', 'Monotonic Stack', 'x15', 'Divide and Conquer', 'x10', 'Segment Tree', 'x9', 'Binary Indexed Tree', 'x8', 'Trie', 'x6']","['Hash Table', 'x130', 'Math', 'x116', 'Greedy', 'x90', 'Depth-First Search', 'x66', 'Binary Search', 'x63', 'Breadth-First Search', 'x57', 'Tree', 'x47', 'Bit Manipulation', 'x39']","['Array', 'x390', 'String', 'x165', 'Sorting', 'x97', 'Matrix', 'x52', 'Simulation', 'x45', 'Two Pointers', 'x44', 'Stack', 'x26', 'Enumeration', 'x15']",
1684,kkdrummer,"['C++', 'MySQL', 'Java']","['Dynamic Programming', 'x221', 'Backtracking', 'x35', 'Divide and Conquer', 'x27', 'Union Find', 'x26', 'Monotonic Stack', 'x25', 'Bitmask', 'x18', 'Game Theory', 'x14', 'Trie', 'x14']","['Hash Table', 'x228', 'Math', 'x165', 'Greedy', 'x143', 'Depth-First Search', 'x143', 'Tree', 'x135', 'Binary Search', 'x120', 'Binary Tree', 'x116', 'Breadth-First Search', 'x104']","['Array', 'x653', 'String', 'x259', 'Sorting', 'x172', 'Two Pointers', 'x98', 'Matrix', 'x72', 'Stack', 'x64', 'Simulation', 'x60', 'Linked List', 'x48']",
1685,helloworld201801,"['C++', 'Python3', 'Go', 'MySQL']","['Dynamic Programming', 'x68', 'Backtracking', 'x33', 'Union Find', 'x10', 'Divide and Conquer', 'x9', 'Trie', 'x7', 'Monotonic Stack', 'x7', 'Data Stream', 'x5', 'Topological Sort', 'x4']","['Math', 'x61', 'Hash Table', 'x53', 'Greedy', 'x39', 'Depth-First Search', 'x37', 'Binary Search', 'x30', 'Tree', 'x29', 'Breadth-First Search', 'x28', 'Binary Tree', 'x24']","['Array', 'x190', 'String', 'x87', 'Sorting', 'x46', 'Matrix', 'x30', 'Two Pointers', 'x29', 'Simulation', 'x19', 'Stack', 'x19', 'Linked List', 'x14']",
1686,thedude7181,"['Python3', 'C#', 'Python', 'C++', 'Java']","['Dynamic Programming', 'x144', 'Backtracking', 'x37', 'Union Find', 'x23', 'Divide and Conquer', 'x21', 'Monotonic Stack', 'x21', 'Trie', 'x19', 'Binary Indexed Tree', 'x9', 'Segment Tree', 'x8']","['Hash Table', 'x236', 'Math', 'x162', 'Greedy', 'x130', 'Depth-First Search', 'x113', 'Tree', 'x97', 'Binary Search', 'x88', 'Breadth-First Search', 'x86', 'Binary Tree', 'x83']","['Array', 'x581', 'String', 'x265', 'Sorting', 'x153', 'Two Pointers', 'x97', 'Matrix', 'x72', 'Simulation', 'x63', 'Stack', 'x59', 'Linked List', 'x41']",
